match_played,player_id,player_name,position_id,position_name,rank,season,stat,tackles,team_full_name,team_id,team_name,value
18,365,Akshay Jadhav,8.0,Raider,56,Season 6,Player Successful Tackles,26.0,Puneri Paltan,7, Pun,12.0
18,536,Ziaur Rahman,4.0,"Defender, left cover",56,Season 6,Player Successful Tackles,42.0,Bengal Warriors,4, Kol,12.0
13,722,D. Pradap,1.0,All Rounder,56,Season 6,Player Successful Tackles,31.0,Tamil Thalaivas,29, TT,12.0
14,676,Santhapanaselvam,1.0,All Rounder,56,Season 6,Player Successful Tackles,46.0,Jaipur Pink Panthers,3, Jai,12.0
21,2357,Naveen,8.0,Raider,56,Season 6,Player Successful Tackles,43.0,Haryana Steelers,28, HS,12.0
13,519,Young Chang Ko,4.0,"Defender, left cover",66,Season 6,Player Successful Tackles,34.0,Jaipur Pink Panthers,3, Jai,11.0
22,41,Deepak Niwas Hooda,1.0,All Rounder,66,Season 6,Player Successful Tackles,38.0,Jaipur Pink Panthers,3, Jai,11.0
6,274,Krushna Madane,9.0,Defender,66,Season 6,Player Successful Tackles,25.0,Telugu Titans,8, Hyd,11.0
24,318,Pawan Kumar Sehrawat,8.0,Raider,66,Season 6,Player Successful Tackles,40.0,Bengaluru Bulls,1, Ben,11.0
8,84,Rajaguru Subramanian,7.0,"Defender, right cover",70,Season 6,Player Successful Tackles,21.0,U Mumba,5, Mum,10.0
8,107,Shrikant Tewthia,1.0,All Rounder,70,Season 6,Player Successful Tackles,27.0,Bengal Warriors,4, Kol,10.0
22,772,More GB,8.0,Raider,70,Season 6,Player Successful Tackles,21.0,Puneri Paltan,7, Pun,10.0
12,773,Satpal,6.0,"Defender, right corner",70,Season 6,Player Successful Tackles,26.0,Dabang Delhi K.C.,2, Del,10.0
14,795,Monu,8.0,Raider,70,Season 6,Player Successful Tackles,23.0,Puneri Paltan,7, Pun,10.0
24,326,Rohit Kumar,8.0,Raider,75,Season 6,Player Successful Tackles,30.0,Bengaluru Bulls,1, Ben,9.0
10,2479,Shubham Shinde,6.0,"Defender, right corner",75,Season 6,Player Successful Tackles,38.0,Puneri Paltan,7, Pun,9.0
10,2470,Adarsh T,3.0,"Defender, left corner",75,Season 6,Player Successful Tackles,23.0,Bengal Warriors,4, Kol,9.0
7,252,Kuldeep Singh,1.0,All Rounder,78,Season 6,Player Successful Tackles,27.0,Patna Pirates,6, Pat,8.0
16,185,Vijin Thangadurai,7.0,"Defender, right cover",78,Season 6,Player Successful Tackles,25.0,Bengal Warriors,4, Kol,8.0
16,191,C. Arun,4.0,"Defender, left cover",78,Season 6,Player Successful Tackles,36.0,Tamil Thalaivas,29, TT,8.0
10,66,Mahesh Goud,8.0,Raider,78,Season 6,Player Successful Tackles,17.0,Bengal Warriors,4, Kol,8.0
4,765,Anil Kumar,8.0,Raider,78,Season 6,Player Successful Tackles,18.0,Tamil Thalaivas,29, TT,8.0
8,384,Ravinder Kumar,1.0,All Rounder,78,Season 6,Player Successful Tackles,29.0,Patna Pirates,6, Pat,8.0
6,735,Vishal,1.0,All Rounder,84,Season 6,Player Successful Tackles,26.0,Dabang Delhi K.C.,2, Del,7.0
7,784,Viraj Vishnu Landge,4.0,"Defender, left cover",85,Season 6,Player Successful Tackles,29.0,Dabang Delhi K.C.,2, Del,6.0
15,2028,Abhishek Singh,8.0,Raider,85,Season 6,Player Successful Tackles,19.0,U Mumba,5, Mum,6.0
5,386,Anil Kumar,3.0,"Defender, left corner",85,Season 6,Player Successful Tackles,18.0,Dabang Delhi K.C.,2, Del,6.0
9,371,Amit Nagar,8.0,Raider,85,Season 6,Player Successful Tackles,16.0,Bengal Warriors,4, Kol,6.0
9,724,Darshan J.,7.0,"Defender, right cover",85,Season 6,Player Successful Tackles,34.0,Tamil Thalaivas,29, TT,6.0
21,81,Rahul Chaudhari,8.0,Raider,85,Season 6,Player Successful Tackles,19.0,Telugu Titans,8, Hyd,6.0
5,152,D. Gopu,10.0,"Defender, right and left corner",91,Season 6,Player Successful Tackles,14.0,Tamil Thalaivas,29, TT,5.0
6,245,Yogesh Hooda,8.0,Raider,91,Season 6,Player Successful Tackles,13.0,Dabang Delhi K.C.,2, Del,5.0
12,370,Ravindra Ramesh Kumawat,8.0,Raider,91,Season 6,Player Successful Tackles,18.0,Bengal Warriors,4, Kol,5.0
22,366,Vikash Kandola,8.0,Raider,91,Season 6,Player Successful Tackles,18.0,Haryana Steelers,28, HS,5.0
14,2020,Amit,4.0,"Defender, left cover",91,Season 6,Player Successful Tackles,31.0,U.P. Yoddha,30, UPY,5.0
9,791,Nitin Rawal,1.0,All Rounder,91,Season 6,Player Successful Tackles,11.0,Jaipur Pink Panthers,3, Jai,5.0
6,786,Parvesh,8.0,Raider,97,Season 6,Player Successful Tackles,10.0,Puneri Paltan,7, Pun,4.0
12,2274,C Manoj Kumar,4.0,"Defender, left cover",97,Season 6,Player Successful Tackles,13.0,Telugu Titans,8, Hyd,4.0
22,2296,Naveen Kumar,8.0,Raider,97,Season 6,Player Successful Tackles,12.0,Dabang Delhi K.C.,2, Del,4.0
13,2328,Sudhanshu Tyagi,7.0,"Defender, right cover",97,Season 6,Player Successful Tackles,31.0,Haryana Steelers,28, HS,4.0
7,2336,Anuj Kumar,7.0,"Defender, right cover",97,Season 6,Player Successful Tackles,11.0,Telugu Titans,8, Hyd,4.0
7,2353,Ajay,9.0,Defender,97,Season 6,Player Successful Tackles,14.0,Bengaluru Bulls,1, Ben,4.0
20,388,Monu Goyat,8.0,Raider,97,Season 6,Player Successful Tackles,27.0,Haryana Steelers,28, HS,4.0
8,363,Sumit Singh,8.0,Raider,97,Season 6,Player Successful Tackles,10.0,Bengaluru Bulls,1, Ben,4.0
17,211,Deepak Narwal,8.0,Raider,97,Season 6,Player Successful Tackles,9.0,Patna Pirates,6, Pat,4.0
19,293,Nilesh Salunke,8.0,Raider,97,Season 6,Player Successful Tackles,21.0,Telugu Titans,8, Hyd,4.0
23,94,Rishank Devadiga,8.0,Raider,97,Season 6,Player Successful Tackles,19.0,U.P. Yoddha,30, UPY,4.0
25,106,Shrikant Jadhav,8.0,Raider,97,Season 6,Player Successful Tackles,11.0,U.P. Yoddha,30, UPY,4.0
6,51,Jasmer Singh Gulia,1.0,All Rounder,97,Season 6,Player Successful Tackles,20.0,Bengaluru Bulls,1, Ben,4.0
16,52,Jasvir Singh,8.0,Raider,97,Season 6,Player Successful Tackles,20.0,Tamil Thalaivas,29, TT,4.0
24,36,Chandran Ranjit,8.0,Raider,97,Season 6,Player Successful Tackles,15.0,Dabang Delhi K.C.,2, Del,4.0
19,251,Meraj Sheykh,1.0,All Rounder,112,Season 6,Player Successful Tackles,16.0,Dabang Delhi K.C.,2, Del,3.0
15,264,Selvamani K,8.0,Raider,112,Season 6,Player Successful Tackles,9.0,Jaipur Pink Panthers,3, Jai,3.0
8,233,Manoj Dhull,6.0,"Defender, right corner",112,Season 6,Player Successful Tackles,18.0,Bengal Warriors,4, Kol,3.0
2,214,Amit Kumar,8.0,Raider,112,Season 6,Player Successful Tackles,8.0,Bengal Warriors,4, Kol,3.0
19,686,Rohit Gulia,1.0,All Rounder,112,Season 6,Player Successful Tackles,19.0,Gujarat Fortunegiants,31, GFG,3.0
21,2026,Siddharth Sirish Desai,8.0,Raider,112,Season 6,Player Successful Tackles,9.0,U Mumba,5, Mum,3.0
3,2306,Lalit Chaudhary,8.0,Raider,112,Season 6,Player Successful Tackles,4.0,Gujarat Fortunegiants,31, GFG,3.0
6,2471,Ankit,9.0,Defender,112,Season 6,Player Successful Tackles,11.0,Bengaluru Bulls,1, Ben,3.0
17,2475,Ajinkya Ashok Pawar,8.0,Raider,112,Season 6,Player Successful Tackles,13.0,Jaipur Pink Panthers,3, Jai,3.0
9,2316,Azad Singh,8.0,Raider,121,Season 6,Player Successful Tackles,5.0,U.P. Yoddha,30, UPY,2.0
5,731,Sandeep,1.0,All Rounder,121,Season 6,Player Successful Tackles,13.0,Puneri Paltan,7, Pun,2.0
6,599,Lokesh Kaushik,8.0,Raider,121,Season 6,Player Successful Tackles,3.0,Jaipur Pink Panthers,3, Jai,2.0
6,608,Prateek,1.0,All Rounder,121,Season 6,Player Successful Tackles,5.0,Haryana Steelers,28, HS,2.0
11,174,Deepak Kumar Dahiya,8.0,Raider,121,Season 6,Player Successful Tackles,7.0,Puneri Paltan,7, Pun,2.0
11,320,Nitin Tomar,8.0,Raider,121,Season 6,Player Successful Tackles,9.0,Puneri Paltan,7, Pun,2.0
10,300,Abolfazl Maghsodloumahali,8.0,Raider,121,Season 6,Player Successful Tackles,7.0,U Mumba,5, Mum,2.0
4,34,Bhupender Singh,1.0,All Rounder,121,Season 6,Player Successful Tackles,5.0,Bengal Warriors,4, Kol,2.0
18,12,Jang Kun Lee,8.0,Raider,121,Season 6,Player Successful Tackles,11.0,Bengal Warriors,4, Kol,2.0
17,111,Sukesh Hegde,8.0,Raider,121,Season 6,Player Successful Tackles,19.0,Tamil Thalaivas,29, TT,2.0
21,155,Prashanth Kumar Rai,8.0,Raider,121,Season 6,Player Successful Tackles,9.0,U.P. Yoddha,30, UPY,2.0
13,163,Mahendra Ganesh Rajput,8.0,Raider,121,Season 6,Player Successful Tackles,12.0,Gujarat Fortunegiants,31, GFG,2.0
6,164,Bajirao Hodage,7.0,"Defender, right cover",133,Season 6,Player Successful Tackles,14.0,Jaipur Pink Panthers,3, Jai,1.0
11,14,Tae Deok Eom,1.0,All Rounder,133,Season 6,Player Successful Tackles,16.0,Patna Pirates,6, Pat,1.0
22,26,Ajay Thakur,8.0,Raider,133,Season 6,Player Successful Tackles,11.0,Tamil Thalaivas,29, TT,1.0
6,44,Gangadhari Mallesh,8.0,Raider,133,Season 6,Player Successful Tackles,7.0,Jaipur Pink Panthers,3, Jai,1.0
2,74,Nithesh B R,6.0,"Defender, right corner",133,Season 6,Player Successful Tackles,3.0,Bengaluru Bulls,1, Ben,1.0
14,324,Darshan Kadian,8.0,Raider,133,Season 6,Player Successful Tackles,3.0,U Mumba,5, Mum,1.0
6,204,Rakesh Narwal,8.0,Raider,133,Season 6,Player Successful Tackles,3.0,Bengal Warriors,4, Kol,1.0
22,219,K. Prapanjan,8.0,Raider,133,Season 6,Player Successful Tackles,11.0,Gujarat Fortunegiants,31, GFG,1.0
2,690,E Subash,1.0,All Rounder,133,Season 6,Player Successful Tackles,1.0,U Mumba,5, Mum,1.0
1,708,N. Shiva Ramakrishna,1.0,All Rounder,133,Season 6,Player Successful Tackles,1.0,Jaipur Pink Panthers,3, Jai,1.0
5,644,Anand Surendra Tomar,8.0,Raider,133,Season 6,Player Successful Tackles,4.0,Haryana Steelers,28, HS,1.0
2,661,Tapas Pal,1.0,All Rounder,133,Season 6,Player Successful Tackles,5.0,Dabang Delhi K.C.,2, Del,1.0
1,665,Pankaj,1.0,All Rounder,133,Season 6,Player Successful Tackles,3.0,U.P. Yoddha,30, UPY,1.0
13,389,Ajay Kumar,8.0,Raider,133,Season 6,Player Successful Tackles,5.0,Gujarat Fortunegiants,31, GFG,1.0
4,361,Sombir,9.0,Defender,133,Season 6,Player Successful Tackles,8.0,Telugu Titans,8, Hyd,1.0
19,376,Athul MS,8.0,Raider,133,Season 6,Player Successful Tackles,16.0,Tamil Thalaivas,29, TT,1.0
6,793,Amit Kharb,7.0,"Defender, right cover",133,Season 6,Player Successful Tackles,8.0,Gujarat Fortunegiants,31, GFG,1.0
4,768,Vijay Kumar,6.0,"Defender, right corner",133,Season 6,Player Successful Tackles,11.0,Patna Pirates,6, Pat,1.0
1,2351,Vikram Kandola,4.0,"Defender, left cover",133,Season 6,Player Successful Tackles,6.0,Gujarat Fortunegiants,31, GFG,1.0
8,2307,Kamal Singh,8.0,Raider,133,Season 6,Player Successful Tackles,6.0,Telugu Titans,8, Hyd,1.0
4,2298,Armaan,1.0,All Rounder,133,Season 6,Player Successful Tackles,1.0,Telugu Titans,8, Hyd,1.0
3,2482,Aashish Nagar,6.0,"Defender, right corner",133,Season 6,Player Successful Tackles,4.0,U.P. Yoddha,30, UPY,1.0
25,725,Nitesh Kumar,9.0,Defender,1,Season 6,Player Tackle Points,,U.P. Yoddha,30, UPY,100.0
25,357,Parvesh Bhainswal,4.0,"Defender, left cover",2,Season 6,Player Tackle Points,,Gujarat Fortunegiants,31, GFG,86.0
23,259,Fazel Atrachali,3.0,"Defender, left corner",3,Season 6,Player Tackle Points,,U Mumba,5, Mum,83.0
25,368,Sunil Kumar,9.0,Defender,4,Season 6,Player Tackle Points,,Gujarat Fortunegiants,31, GFG,76.0
22,290,Sandeep Kumar Dhull,3.0,"Defender, left corner",5,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,67.0
24,769,Mahender Singh,4.0,"Defender, left cover",6,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,63.0
22,733,Surender Singh,9.0,Defender,7,Season 6,Player Tackle Points,,U Mumba,5, Mum,62.0
17,358,Vishal Bhardwaj,9.0,Defender,8,Season 6,Player Tackle Points,,Telugu Titans,8, Hyd,60.0
19,69,Manjeet Chhillar,1.0,All Rounder,9,Season 6,Player Tackle Points,,Tamil Thalaivas,29, TT,59.0
22,157,Ravinder Pahal,6.0,"Defender, right corner",9,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,59.0
22,579,Jaideep,3.0,"Defender, left corner",11,Season 6,Player Tackle Points,,Patna Pirates,6, Pat,58.0
21,489,Abozar Mohajermighani,9.0,Defender,12,Season 6,Player Tackle Points,,Telugu Titans,8, Hyd,56.0
20,161,Girish Maruti Ernak,3.0,"Defender, left corner",12,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,56.0
23,322,PO Surjeet Singh,7.0,"Defender, right cover",14,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,54.0
22,194,Joginder Singh Narwal,3.0,"Defender, left corner",15,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,51.0
18,212,Amit Hooda,6.0,"Defender, right corner",16,Season 6,Player Tackle Points,,Tamil Thalaivas,29, TT,49.0
22,732,Kuldeep Singh,9.0,Defender,16,Season 6,Player Tackle Points,,Haryana Steelers,28, HS,49.0
23,2023,Ruturaj Shivaji Koravi,9.0,Defender,18,Season 6,Player Tackle Points,,Gujarat Fortunegiants,31, GFG,47.0
25,218,Sachin Kumar,1.0,All Rounder,19,Season 6,Player Tackle Points,,U.P. Yoddha,30, UPY,43.0
22,160,Ran Singh,1.0,All Rounder,20,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,42.0
25,778,Narender,1.0,All Rounder,20,Season 6,Player Tackle Points,,U.P. Yoddha,30, UPY,42.0
22,2462,Sunil,6.0,"Defender, right corner",22,Season 6,Player Tackle Points,,Haryana Steelers,28, HS,41.0
18,142,Sandeep Narwal,1.0,All Rounder,22,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,41.0
19,54,Jeeva Kumar,5.0,"Defender, right and left cover",24,Season 6,Player Tackle Points,,U.P. Yoddha,30, UPY,40.0
22,42,Dharmaraj Cheralathan,10.0,"Defender, right and left corner",24,Season 6,Player Tackle Points,,U Mumba,5, Mum,40.0
22,240,Ravi Kumar,7.0,"Defender, right cover",24,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,40.0
24,202,Ashish Kumar,1.0,All Rounder,24,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,40.0
22,179,Vikas Kale,7.0,"Defender, right cover",28,Season 6,Player Tackle Points,,Patna Pirates,6, Pat,39.0
22,123,Vishal Mane,7.0,"Defender, right cover",29,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,38.0
19,96,Rohit Rana,4.0,"Defender, left cover",29,Season 6,Player Tackle Points,,U Mumba,5, Mum,38.0
15,794,Amit Sheoran,9.0,Defender,29,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,38.0
16,613,Sunil Siddhgavali,9.0,Defender,32,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,33.0
14,71,Mohit Chhillar,6.0,"Defender, right corner",33,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,31.0
18,311,Anil Kumar,4.0,"Defender, left cover",34,Season 6,Player Tackle Points,,Telugu Titans,8, Hyd,29.0
17,764,Vinod Kumar,1.0,All Rounder,34,Season 6,Player Tackle Points,,U Mumba,5, Mum,29.0
18,621,Baldev Singh,6.0,"Defender, right corner",36,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,27.0
19,567,Mohsen Maghsoudloujafari,1.0,All Rounder,36,Season 6,Player Tackle Points,,Telugu Titans,8, Hyd,27.0
22,482,Farhad Rahimi Milaghardan,1.0,All Rounder,38,Season 6,Player Tackle Points,,Telugu Titans,8, Hyd,25.0
19,2463,Parveen,4.0,"Defender, left cover",38,Season 6,Player Tackle Points,,Haryana Steelers,28, HS,25.0
22,232,Sachin Vittala,3.0,"Defender, left corner",38,Season 6,Player Tackle Points,,Gujarat Fortunegiants,31, GFG,25.0
19,165,Sachin Shingade,4.0,"Defender, left cover",38,Season 6,Player Tackle Points,,Haryana Steelers,28, HS,25.0
17,2476,Amit Kumar,8.0,Raider,42,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,21.0
16,87,Raju Lal Choudhary,6.0,"Defender, right corner",43,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,20.0
15,796,Rinku Narwal,9.0,Defender,43,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,20.0
15,390,Jawahar Dagar,9.0,Defender,43,Season 6,Player Tackle Points,,Patna Pirates,6, Pat,20.0
18,578,Mayur Shivtarkar,1.0,All Rounder,46,Season 6,Player Tackle Points,,Haryana Steelers,28, HS,19.0
20,347,Sagar B Krishna,1.0,All Rounder,47,Season 6,Player Tackle Points,,U.P. Yoddha,30, UPY,18.0
20,58,Kashiling Adake,8.0,Raider,48,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,17.0
12,2481,Ponparthiban Subramanian,7.0,"Defender, right cover",48,Season 6,Player Tackle Points,,Tamil Thalaivas,29, TT,17.0
14,121,Vikas Jaglan,1.0,All Rounder,50,Season 6,Player Tackle Points,,Patna Pirates,6, Pat,16.0
10,299,Sandeep,3.0,"Defender, left corner",50,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,16.0
13,519,Young Chang Ko,4.0,"Defender, left cover",52,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,15.0
17,728,Manish,7.0,"Defender, right cover",52,Season 6,Player Tackle Points,,Patna Pirates,6, Pat,15.0
22,763,Manjeet,8.0,Raider,52,Season 6,Player Tackle Points,,Patna Pirates,6, Pat,15.0
12,773,Satpal,6.0,"Defender, right corner",55,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,14.0
23,757,Sachin Tanwar,8.0,Raider,55,Season 6,Player Tackle Points,,Gujarat Fortunegiants,31, GFG,14.0
14,676,Santhapanaselvam,1.0,All Rounder,55,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,14.0
19,261,Rohit Baliyan,8.0,Raider,55,Season 6,Player Tackle Points,,U Mumba,5, Mum,14.0
21,2357,Naveen,8.0,Raider,55,Season 6,Player Tackle Points,,Haryana Steelers,28, HS,14.0
11,207,Sunil,3.0,"Defender, left corner",60,Season 6,Player Tackle Points,,Tamil Thalaivas,29, TT,13.0
16,86,Rajesh Narwal,1.0,All Rounder,60,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,13.0
13,722,D. Pradap,1.0,All Rounder,60,Season 6,Player Tackle Points,,Tamil Thalaivas,29, TT,13.0
18,365,Akshay Jadhav,8.0,Raider,60,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,13.0
21,745,Vijay,1.0,All Rounder,60,Season 6,Player Tackle Points,,Patna Pirates,6, Pat,13.0
22,772,More GB,8.0,Raider,65,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,12.0
14,795,Monu,8.0,Raider,65,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,12.0
10,2470,Adarsh T,3.0,"Defender, left corner",65,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,12.0
18,536,Ziaur Rahman,4.0,"Defender, left cover",65,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,12.0
22,41,Deepak Niwas Hooda,1.0,All Rounder,65,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,12.0
13,29,Anup Kumar,8.0,Raider,65,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,12.0
13,249,Hadi Oshtorak,1.0,All Rounder,65,Season 6,Player Tackle Points,,Gujarat Fortunegiants,31, GFG,12.0
10,2479,Shubham Shinde,6.0,"Defender, right corner",65,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,12.0
24,318,Pawan Kumar Sehrawat,8.0,Raider,73,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,11.0
6,274,Krushna Madane,9.0,Defender,73,Season 6,Player Tackle Points,,Telugu Titans,8, Hyd,11.0
7,252,Kuldeep Singh,1.0,All Rounder,75,Season 6,Player Tackle Points,,Patna Pirates,6, Pat,10.0
16,185,Vijin Thangadurai,7.0,"Defender, right cover",75,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,10.0
8,84,Rajaguru Subramanian,7.0,"Defender, right cover",75,Season 6,Player Tackle Points,,U Mumba,5, Mum,10.0
8,107,Shrikant Tewthia,1.0,All Rounder,75,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,10.0
24,326,Rohit Kumar,8.0,Raider,79,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,9.0
8,384,Ravinder Kumar,1.0,All Rounder,79,Season 6,Player Tackle Points,,Patna Pirates,6, Pat,9.0
6,735,Vishal,1.0,All Rounder,79,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,9.0
4,765,Anil Kumar,8.0,Raider,82,Season 6,Player Tackle Points,,Tamil Thalaivas,29, TT,8.0
16,191,C. Arun,4.0,"Defender, left cover",82,Season 6,Player Tackle Points,,Tamil Thalaivas,29, TT,8.0
10,66,Mahesh Goud,8.0,Raider,82,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,8.0
21,81,Rahul Chaudhari,8.0,Raider,85,Season 6,Player Tackle Points,,Telugu Titans,8, Hyd,7.0
5,152,D. Gopu,10.0,"Defender, right and left corner",85,Season 6,Player Tackle Points,,Tamil Thalaivas,29, TT,7.0
5,386,Anil Kumar,3.0,"Defender, left corner",85,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,7.0
9,371,Amit Nagar,8.0,Raider,88,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,6.0
9,724,Darshan J.,7.0,"Defender, right cover",88,Season 6,Player Tackle Points,,Tamil Thalaivas,29, TT,6.0
9,791,Nitin Rawal,1.0,All Rounder,88,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,6.0
7,784,Viraj Vishnu Landge,4.0,"Defender, left cover",88,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,6.0
14,2020,Amit,4.0,"Defender, left cover",88,Season 6,Player Tackle Points,,U.P. Yoddha,30, UPY,6.0
15,2028,Abhishek Singh,8.0,Raider,88,Season 6,Player Tackle Points,,U Mumba,5, Mum,6.0
22,2296,Naveen Kumar,8.0,Raider,94,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,5.0
7,2336,Anuj Kumar,7.0,"Defender, right cover",94,Season 6,Player Tackle Points,,Telugu Titans,8, Hyd,5.0
6,786,Parvesh,8.0,Raider,94,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,5.0
12,370,Ravindra Ramesh Kumawat,8.0,Raider,94,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,5.0
22,366,Vikash Kandola,8.0,Raider,94,Season 6,Player Tackle Points,,Haryana Steelers,28, HS,5.0
25,106,Shrikant Jadhav,8.0,Raider,94,Season 6,Player Tackle Points,,U.P. Yoddha,30, UPY,5.0
24,36,Chandran Ranjit,8.0,Raider,94,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,5.0
6,245,Yogesh Hooda,8.0,Raider,94,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,5.0
8,233,Manoj Dhull,6.0,"Defender, right corner",102,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,4.0
17,211,Deepak Narwal,8.0,Raider,102,Season 6,Player Tackle Points,,Patna Pirates,6, Pat,4.0
19,293,Nilesh Salunke,8.0,Raider,102,Season 6,Player Tackle Points,,Telugu Titans,8, Hyd,4.0
6,51,Jasmer Singh Gulia,1.0,All Rounder,102,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,4.0
16,52,Jasvir Singh,8.0,Raider,102,Season 6,Player Tackle Points,,Tamil Thalaivas,29, TT,4.0
23,94,Rishank Devadiga,8.0,Raider,102,Season 6,Player Tackle Points,,U.P. Yoddha,30, UPY,4.0
8,363,Sumit Singh,8.0,Raider,102,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,4.0
20,388,Monu Goyat,8.0,Raider,102,Season 6,Player Tackle Points,,Haryana Steelers,28, HS,4.0
3,2306,Lalit Chaudhary,8.0,Raider,102,Season 6,Player Tackle Points,,Gujarat Fortunegiants,31, GFG,4.0
12,2274,C Manoj Kumar,4.0,"Defender, left cover",102,Season 6,Player Tackle Points,,Telugu Titans,8, Hyd,4.0
17,2475,Ajinkya Ashok Pawar,8.0,Raider,102,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,4.0
13,2328,Sudhanshu Tyagi,7.0,"Defender, right cover",102,Season 6,Player Tackle Points,,Haryana Steelers,28, HS,4.0
7,2353,Ajay,9.0,Defender,102,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,4.0
21,2026,Siddharth Sirish Desai,8.0,Raider,115,Season 6,Player Tackle Points,,U Mumba,5, Mum,3.0
6,2471,Ankit,9.0,Defender,115,Season 6,Player Tackle Points,,Bengaluru Bulls,1, Ben,3.0
19,686,Rohit Gulia,1.0,All Rounder,115,Season 6,Player Tackle Points,,Gujarat Fortunegiants,31, GFG,3.0
5,731,Sandeep,1.0,All Rounder,115,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,3.0
17,111,Sukesh Hegde,8.0,Raider,115,Season 6,Player Tackle Points,,Tamil Thalaivas,29, TT,3.0
21,155,Prashanth Kumar Rai,8.0,Raider,115,Season 6,Player Tackle Points,,U.P. Yoddha,30, UPY,3.0
11,174,Deepak Kumar Dahiya,8.0,Raider,115,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,3.0
4,34,Bhupender Singh,1.0,All Rounder,115,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,3.0
18,12,Jang Kun Lee,8.0,Raider,115,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,3.0
15,264,Selvamani K,8.0,Raider,115,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,3.0
2,214,Amit Kumar,8.0,Raider,115,Season 6,Player Tackle Points,,Bengal Warriors,4, Kol,3.0
19,251,Meraj Sheykh,1.0,All Rounder,115,Season 6,Player Tackle Points,,Dabang Delhi K.C.,2, Del,3.0
10,300,Abolfazl Maghsodloumahali,8.0,Raider,127,Season 6,Player Tackle Points,,U Mumba,5, Mum,2.0
11,320,Nitin Tomar,8.0,Raider,127,Season 6,Player Tackle Points,,Puneri Paltan,7, Pun,2.0
6,44,Gangadhari Mallesh,8.0,Raider,127,Season 6,Player Tackle Points,,Jaipur Pink Panthers,3, Jai,2.0
13,163,Mahendra Ganesh Rajput,8.0,Raider,127,Season 6,Player Tackle Points,,Gujarat Fortunegiants,31, GFG,2.0
