match_played,rank,team_id,team_name,value,stat,season
16,6,7,Puneri Paltan,433.0,Team Total Points Conceded,Season 3
14,7,3,Jaipur Pink Panthers,427.0,Team Total Points Conceded,Season 3
16,8,5,U Mumba,397.0,Team Total Points Conceded,Season 3
16,1,6,Patna Pirates,31.62,Team Avg Points Scored,Season 3
16,2,7,Puneri Paltan,27.37,Team Avg Points Scored,Season 3
14,3,8,Telugu Titans,26.42,Team Avg Points Scored,Season 3
16,4,5,U Mumba,26.37,Team Avg Points Scored,Season 3
16,5,4,Bengal Warriors,25.0,Team Avg Points Scored,Season 3
14,6,2,Dabang Delhi K.C.,24.57,Team Avg Points Scored,Season 3
14,7,3,Jaipur Pink Panthers,22.14,Team Avg Points Scored,Season 3
14,8,1,Bengaluru Bulls,22.07,Team Avg Points Scored,Season 3
16,1,6,Patna Pirates,241.0,Team Successful Raids,Season 3
16,2,4,Bengal Warriors,213.0,Team Successful Raids,Season 3
16,3,5,U Mumba,206.0,Team Successful Raids,Season 3
14,3,8,Telugu Titans,206.0,Team Successful Raids,Season 3
16,5,7,Puneri Paltan,203.0,Team Successful Raids,Season 3
14,6,2,Dabang Delhi K.C.,171.0,Team Successful Raids,Season 3
14,7,1,Bengaluru Bulls,158.0,Team Successful Raids,Season 3
14,8,3,Jaipur Pink Panthers,149.0,Team Successful Raids,Season 3
16,1,6,Patna Pirates,324.0,Team Raid Points,Season 3
14,2,8,Telugu Titans,254.0,Team Raid Points,Season 3
16,3,5,U Mumba,253.0,Team Raid Points,Season 3
16,4,7,Puneri Paltan,251.0,Team Raid Points,Season 3
16,5,4,Bengal Warriors,250.0,Team Raid Points,Season 3
14,6,2,Dabang Delhi K.C.,233.0,Team Raid Points,Season 3
14,7,1,Bengaluru Bulls,209.0,Team Raid Points,Season 3
14,8,3,Jaipur Pink Panthers,193.0,Team Raid Points,Season 3
16,1,6,Patna Pirates,20.25,Team Average Raid Points,Season 3
14,2,8,Telugu Titans,18.14,Team Average Raid Points,Season 3
14,3,2,Dabang Delhi K.C.,16.64,Team Average Raid Points,Season 3
16,4,5,U Mumba,15.81,Team Average Raid Points,Season 3
16,5,7,Puneri Paltan,15.69,Team Average Raid Points,Season 3
16,6,4,Bengal Warriors,15.63,Team Average Raid Points,Season 3
14,7,1,Bengaluru Bulls,14.93,Team Average Raid Points,Season 3
14,8,3,Jaipur Pink Panthers,13.79,Team Average Raid Points,Season 3
16,1,6,Patna Pirates,175.0,Team Successful Tackles,Season 3
16,2,7,Puneri Paltan,174.0,Team Successful Tackles,Season 3
16,3,5,U Mumba,163.0,Team Successful Tackles,Season 3
16,4,4,Bengal Warriors,137.0,Team Successful Tackles,Season 3
14,5,3,Jaipur Pink Panthers,101.0,Team Successful Tackles,Season 3
14,5,8,Telugu Titans,101.0,Team Successful Tackles,Season 3
14,7,2,Dabang Delhi K.C.,98.0,Team Successful Tackles,Season 3
14,8,1,Bengaluru Bulls,94.0,Team Successful Tackles,Season 3
16,1,7,Puneri Paltan,187.0,Team Tackle Points,Season 3
16,2,6,Patna Pirates,182.0,Team Tackle Points,Season 3
16,3,5,U Mumba,169.0,Team Tackle Points,Season 3
16,4,4,Bengal Warriors,150.0,Team Tackle Points,Season 3
14,5,3,Jaipur Pink Panthers,117.0,Team Tackle Points,Season 3
14,6,8,Telugu Titans,116.0,Team Tackle Points,Season 3
14,7,2,Dabang Delhi K.C.,111.0,Team Tackle Points,Season 3
14,8,1,Bengaluru Bulls,100.0,Team Tackle Points,Season 3
16,1,7,Puneri Paltan,11.69,Team Average Tackle Points,Season 3
16,2,6,Patna Pirates,11.38,Team Average Tackle Points,Season 3
16,3,5,U Mumba,10.56,Team Average Tackle Points,Season 3
16,4,4,Bengal Warriors,9.38,Team Average Tackle Points,Season 3
14,5,3,Jaipur Pink Panthers,8.36,Team Average Tackle Points,Season 3
14,6,8,Telugu Titans,8.29,Team Average Tackle Points,Season 3
14,7,2,Dabang Delhi K.C.,7.93,Team Average Tackle Points,Season 3
14,8,1,Bengaluru Bulls,7.14,Team Average Tackle Points,Season 3
16,1,6,Patna Pirates,16.0,Team Super Raid,Season 3
16,2,7,Puneri Paltan,9.0,Team Super Raid,Season 3
14,2,1,Bengaluru Bulls,9.0,Team Super Raid,Season 3
14,4,3,Jaipur Pink Panthers,8.0,Team Super Raid,Season 3
16,5,5,U Mumba,7.0,Team Super Raid,Season 3
14,6,2,Dabang Delhi K.C.,5.0,Team Super Raid,Season 3
16,7,4,Bengal Warriors,4.0,Team Super Raid,Season 3
14,8,8,Telugu Titans,3.0,Team Super Raid,Season 3
14,1,3,Jaipur Pink Panthers,16.0,Team Super Tackles,Season 3
14,2,8,Telugu Titans,15.0,Team Super Tackles,Season 3
16,3,7,Puneri Paltan,13.0,Team Super Tackles,Season 3
16,3,4,Bengal Warriors,13.0,Team Super Tackles,Season 3
14,3,2,Dabang Delhi K.C.,13.0,Team Super Tackles,Season 3
14,6,1,Bengaluru Bulls,7.0,Team Super Tackles,Season 3
16,6,6,Patna Pirates,7.0,Team Super Tackles,Season 3
16,8,5,U Mumba,6.0,Team Super Tackles,Season 3
16,1,7,Puneri Paltan,87.0,Team DOD Raid Points,Season 3
16,2,6,Patna Pirates,74.0,Team DOD Raid Points,Season 3
16,3,4,Bengal Warriors,70.0,Team DOD Raid Points,Season 3
14,4,1,Bengaluru Bulls,69.0,Team DOD Raid Points,Season 3
16,5,5,U Mumba,59.0,Team DOD Raid Points,Season 3
14,5,3,Jaipur Pink Panthers,59.0,Team DOD Raid Points,Season 3
14,7,2,Dabang Delhi K.C.,54.0,Team DOD Raid Points,Season 3
14,8,8,Telugu Titans,44.0,Team DOD Raid Points,Season 3
16,1,6,Patna Pirates,30.0,Team All-outs Inflicted,Season 3
16,2,5,U Mumba,27.0,Team All-outs Inflicted,Season 3
16,3,7,Puneri Paltan,25.0,Team All-outs Inflicted,Season 3
16,4,4,Bengal Warriors,17.0,Team All-outs Inflicted,Season 3
14,5,8,Telugu Titans,13.0,Team All-outs Inflicted,Season 3
14,6,1,Bengaluru Bulls,12.0,Team All-outs Inflicted,Season 3
14,7,3,Jaipur Pink Panthers,11.0,Team All-outs Inflicted,Season 3
14,8,2,Dabang Delhi K.C.,9.0,Team All-outs Inflicted,Season 3
14,1,2,Dabang Delhi K.C.,28.0,Team All-outs Conceded,Season 3
14,2,3,Jaipur Pink Panthers,22.0,Team All-outs Conceded,Season 3
14,3,1,Bengaluru Bulls,21.0,Team All-outs Conceded,Season 3
16,4,4,Bengal Warriors,18.0,Team All-outs Conceded,Season 3
14,5,8,Telugu Titans,17.0,Team All-outs Conceded,Season 3
16,6,6,Patna Pirates,13.0,Team All-outs Conceded,Season 3
16,6,7,Puneri Paltan,13.0,Team All-outs Conceded,Season 3
16,8,5,U Mumba,12.0,Team All-outs Conceded,Season 3
16,1,8,Telugu Titans,586.0,Team Total Points,Season 2
16,2,1,Bengaluru Bulls,508.0,Team Total Points,Season 2
16,3,5,U Mumba,489.0,Team Total Points,Season 2
16,4,6,Patna Pirates,444.0,Team Total Points,Season 2
14,5,3,Jaipur Pink Panthers,442.0,Team Total Points,Season 2
14,6,2,Dabang Delhi K.C.,396.0,Team Total Points,Season 2
14,7,7,Puneri Paltan,391.0,Team Total Points,Season 2
14,8,4,Bengal Warriors,367.0,Team Total Points,Season 2
16,1,8,Telugu Titans,493.0,Team Total Points Conceded,Season 2
16,2,6,Patna Pirates,489.0,Team Total Points Conceded,Season 2
14,3,7,Puneri Paltan,465.0,Team Total Points Conceded,Season 2
14,4,2,Dabang Delhi K.C.,464.0,Team Total Points Conceded,Season 2
16,5,1,Bengaluru Bulls,457.0,Team Total Points Conceded,Season 2
14,6,4,Bengal Warriors,430.0,Team Total Points Conceded,Season 2
16,7,5,U Mumba,426.0,Team Total Points Conceded,Season 2
14,8,3,Jaipur Pink Panthers,399.0,Team Total Points Conceded,Season 2
16,1,8,Telugu Titans,32.25,Team Avg Points Scored,Season 2
16,2,5,U Mumba,27.06,Team Avg Points Scored,Season 2
14,3,3,Jaipur Pink Panthers,26.71,Team Avg Points Scored,Season 2
16,4,1,Bengaluru Bulls,26.0,Team Avg Points Scored,Season 2
14,5,2,Dabang Delhi K.C.,25.21,Team Avg Points Scored,Season 2
16,6,6,Patna Pirates,24.5,Team Avg Points Scored,Season 2
14,7,7,Puneri Paltan,24.07,Team Avg Points Scored,Season 2
14,8,4,Bengal Warriors,22.85,Team Avg Points Scored,Season 2
16,1,8,Telugu Titans,265.0,Team Successful Raids,Season 2
16,2,1,Bengaluru Bulls,194.0,Team Successful Raids,Season 2
16,3,5,U Mumba,187.0,Team Successful Raids,Season 2
14,4,3,Jaipur Pink Panthers,183.0,Team Successful Raids,Season 2
16,5,6,Patna Pirates,182.0,Team Successful Raids,Season 2
14,6,7,Puneri Paltan,170.0,Team Successful Raids,Season 2
14,7,2,Dabang Delhi K.C.,159.0,Team Successful Raids,Season 2
14,8,4,Bengal Warriors,134.0,Team Successful Raids,Season 2
16,1,8,Telugu Titans,344.0,Team Raid Points,Season 2
16,2,1,Bengaluru Bulls,252.0,Team Raid Points,Season 2
16,3,5,U Mumba,237.0,Team Raid Points,Season 2
14,4,3,Jaipur Pink Panthers,232.0,Team Raid Points,Season 2
16,5,6,Patna Pirates,228.0,Team Raid Points,Season 2
14,6,7,Puneri Paltan,223.0,Team Raid Points,Season 2
14,7,2,Dabang Delhi K.C.,217.0,Team Raid Points,Season 2
14,8,4,Bengal Warriors,184.0,Team Raid Points,Season 2
16,1,8,Telugu Titans,21.5,Team Average Raid Points,Season 2
14,2,3,Jaipur Pink Panthers,16.57,Team Average Raid Points,Season 2
14,3,7,Puneri Paltan,15.93,Team Average Raid Points,Season 2
16,4,1,Bengaluru Bulls,15.75,Team Average Raid Points,Season 2
14,5,2,Dabang Delhi K.C.,15.5,Team Average Raid Points,Season 2
16,6,5,U Mumba,14.81,Team Average Raid Points,Season 2
16,7,6,Patna Pirates,14.25,Team Average Raid Points,Season 2
14,8,4,Bengal Warriors,13.14,Team Average Raid Points,Season 2
16,1,5,U Mumba,180.0,Team Successful Tackles,Season 2
16,2,8,Telugu Titans,158.0,Team Successful Tackles,Season 2
16,2,1,Bengaluru Bulls,158.0,Team Successful Tackles,Season 2
16,4,6,Patna Pirates,152.0,Team Successful Tackles,Season 2
14,5,3,Jaipur Pink Panthers,124.0,Team Successful Tackles,Season 2
14,6,2,Dabang Delhi K.C.,122.0,Team Successful Tackles,Season 2
14,7,4,Bengal Warriors,116.0,Team Successful Tackles,Season 2
14,8,7,Puneri Paltan,104.0,Team Successful Tackles,Season 2
16,1,5,U Mumba,196.0,Team Tackle Points,Season 2
16,2,8,Telugu Titans,172.0,Team Tackle Points,Season 2
16,3,6,Patna Pirates,164.0,Team Tackle Points,Season 2
16,3,1,Bengaluru Bulls,164.0,Team Tackle Points,Season 2
14,5,3,Jaipur Pink Panthers,142.0,Team Tackle Points,Season 2
14,6,4,Bengal Warriors,136.0,Team Tackle Points,Season 2
14,6,2,Dabang Delhi K.C.,136.0,Team Tackle Points,Season 2
14,8,7,Puneri Paltan,114.0,Team Tackle Points,Season 2
16,1,5,U Mumba,12.25,Team Average Tackle Points,Season 2
16,2,8,Telugu Titans,10.75,Team Average Tackle Points,Season 2
16,3,6,Patna Pirates,10.25,Team Average Tackle Points,Season 2
16,3,1,Bengaluru Bulls,10.25,Team Average Tackle Points,Season 2
14,5,3,Jaipur Pink Panthers,10.14,Team Average Tackle Points,Season 2
14,6,4,Bengal Warriors,9.71,Team Average Tackle Points,Season 2
14,6,2,Dabang Delhi K.C.,9.71,Team Average Tackle Points,Season 2
14,8,7,Puneri Paltan,8.14,Team Average Tackle Points,Season 2
16,1,8,Telugu Titans,16.0,Team Super Raid,Season 2
14,2,2,Dabang Delhi K.C.,14.0,Team Super Raid,Season 2
16,3,1,Bengaluru Bulls,10.0,Team Super Raid,Season 2
14,4,4,Bengal Warriors,9.0,Team Super Raid,Season 2
14,5,7,Puneri Paltan,8.0,Team Super Raid,Season 2
16,6,5,U Mumba,7.0,Team Super Raid,Season 2
14,7,3,Jaipur Pink Panthers,5.0,Team Super Raid,Season 2
16,8,6,Patna Pirates,4.0,Team Super Raid,Season 2
14,1,4,Bengal Warriors,21.0,Team Super Tackles,Season 2
14,2,3,Jaipur Pink Panthers,18.0,Team Super Tackles,Season 2
16,3,8,Telugu Titans,16.0,Team Super Tackles,Season 2
16,3,5,U Mumba,16.0,Team Super Tackles,Season 2
14,5,2,Dabang Delhi K.C.,14.0,Team Super Tackles,Season 2
16,6,6,Patna Pirates,13.0,Team Super Tackles,Season 2
14,7,7,Puneri Paltan,11.0,Team Super Tackles,Season 2
16,8,1,Bengaluru Bulls,7.0,Team Super Tackles,Season 2
16,1,5,U Mumba,81.0,Team DOD Raid Points,Season 2
16,2,1,Bengaluru Bulls,80.0,Team DOD Raid Points,Season 2
16,3,8,Telugu Titans,66.0,Team DOD Raid Points,Season 2
14,4,2,Dabang Delhi K.C.,61.0,Team DOD Raid Points,Season 2
16,5,6,Patna Pirates,60.0,Team DOD Raid Points,Season 2
14,6,4,Bengal Warriors,59.0,Team DOD Raid Points,Season 2
14,7,7,Puneri Paltan,56.0,Team DOD Raid Points,Season 2
14,8,3,Jaipur Pink Panthers,47.0,Team DOD Raid Points,Season 2
16,1,8,Telugu Titans,26.0,Team All-outs Inflicted,Season 2
16,2,1,Bengaluru Bulls,25.0,Team All-outs Inflicted,Season 2
16,3,5,U Mumba,20.0,Team All-outs Inflicted,Season 2
14,4,3,Jaipur Pink Panthers,17.0,Team All-outs Inflicted,Season 2
14,5,2,Dabang Delhi K.C.,13.0,Team All-outs Inflicted,Season 2
16,5,6,Patna Pirates,13.0,Team All-outs Inflicted,Season 2
14,7,7,Puneri Paltan,12.0,Team All-outs Inflicted,Season 2
14,8,4,Bengal Warriors,10.0,Team All-outs Inflicted,Season 2
16,1,6,Patna Pirates,21.0,Team All-outs Conceded,Season 2
14,1,7,Puneri Paltan,21.0,Team All-outs Conceded,Season 2
14,3,2,Dabang Delhi K.C.,20.0,Team All-outs Conceded,Season 2
14,4,4,Bengal Warriors,17.0,Team All-outs Conceded,Season 2
16,5,1,Bengaluru Bulls,16.0,Team All-outs Conceded,Season 2
16,6,8,Telugu Titans,15.0,Team All-outs Conceded,Season 2
16,7,5,U Mumba,14.0,Team All-outs Conceded,Season 2
14,8,3,Jaipur Pink Panthers,12.0,Team All-outs Conceded,Season 2
16,1,3,Jaipur Pink Panthers,579.0,Team Total Points,Season 1
16,2,5,U Mumba,550.0,Team Total Points,Season 1
16,3,6,Patna Pirates,504.0,Team Total Points,Season 1
16,4,1,Bengaluru Bulls,498.0,Team Total Points,Season 1
14,5,8,Telugu Titans,497.0,Team Total Points,Season 1
14,6,2,Dabang Delhi K.C.,456.0,Team Total Points,Season 1
14,7,4,Bengal Warriors,430.0,Team Total Points,Season 1
14,8,7,Puneri Paltan,405.0,Team Total Points,Season 1
14,1,7,Puneri Paltan,536.0,Team Total Points Conceded,Season 1
14,2,4,Bengal Warriors,515.0,Team Total Points Conceded,Season 1
16,3,5,U Mumba,499.0,Team Total Points Conceded,Season 1
16,4,6,Patna Pirates,487.0,Team Total Points Conceded,Season 1
16,5,1,Bengaluru Bulls,479.0,Team Total Points Conceded,Season 1
14,6,8,Telugu Titans,474.0,Team Total Points Conceded,Season 1
14,7,2,Dabang Delhi K.C.,471.0,Team Total Points Conceded,Season 1
16,8,3,Jaipur Pink Panthers,458.0,Team Total Points Conceded,Season 1
16,1,3,Jaipur Pink Panthers,32.12,Team Avg Points Scored,Season 1
16,2,5,U Mumba,31.5,Team Avg Points Scored,Season 1
14,3,8,Telugu Titans,31.42,Team Avg Points Scored,Season 1
14,4,2,Dabang Delhi K.C.,29.92,Team Avg Points Scored,Season 1
14,5,4,Bengal Warriors,28.92,Team Avg Points Scored,Season 1
16,6,6,Patna Pirates,28.62,Team Avg Points Scored,Season 1
16,7,1,Bengaluru Bulls,28.37,Team Avg Points Scored,Season 1
14,8,7,Puneri Paltan,26.85,Team Avg Points Scored,Season 1
14,1,8,Telugu Titans,272.0,Team Successful Raids,Season 1
16,2,5,U Mumba,270.0,Team Successful Raids,Season 1
16,2,3,Jaipur Pink Panthers,270.0,Team Successful Raids,Season 1
16,4,6,Patna Pirates,253.0,Team Successful Raids,Season 1
14,5,2,Dabang Delhi K.C.,246.0,Team Successful Raids,Season 1
16,6,1,Bengaluru Bulls,225.0,Team Successful Raids,Season 1
14,7,4,Bengal Warriors,213.0,Team Successful Raids,Season 1
14,8,7,Puneri Paltan,204.0,Team Successful Raids,Season 1
16,1,5,U Mumba,347.0,Team Raid Points,Season 1
16,2,3,Jaipur Pink Panthers,344.0,Team Raid Points,Season 1
14,3,8,Telugu Titans,336.0,Team Raid Points,Season 1
16,4,6,Patna Pirates,316.0,Team Raid Points,Season 1
16,5,1,Bengaluru Bulls,291.0,Team Raid Points,Season 1
14,6,2,Dabang Delhi K.C.,285.0,Team Raid Points,Season 1
14,7,4,Bengal Warriors,283.0,Team Raid Points,Season 1
14,8,7,Puneri Paltan,269.0,Team Raid Points,Season 1
14,1,8,Telugu Titans,24.0,Team Average Raid Points,Season 1
16,2,5,U Mumba,21.69,Team Average Raid Points,Season 1
16,3,3,Jaipur Pink Panthers,21.5,Team Average Raid Points,Season 1
14,4,2,Dabang Delhi K.C.,20.36,Team Average Raid Points,Season 1
14,5,4,Bengal Warriors,20.21,Team Average Raid Points,Season 1
16,6,6,Patna Pirates,19.75,Team Average Raid Points,Season 1
14,7,7,Puneri Paltan,19.21,Team Average Raid Points,Season 1
16,8,1,Bengaluru Bulls,18.19,Team Average Raid Points,Season 1
16,1,3,Jaipur Pink Panthers,158.0,Team Successful Tackles,Season 1
16,2,1,Bengaluru Bulls,153.0,Team Successful Tackles,Season 1
16,3,5,U Mumba,145.0,Team Successful Tackles,Season 1
16,4,6,Patna Pirates,124.0,Team Successful Tackles,Season 1
14,4,2,Dabang Delhi K.C.,124.0,Team Successful Tackles,Season 1
14,6,4,Bengal Warriors,106.0,Team Successful Tackles,Season 1
14,7,8,Telugu Titans,96.0,Team Successful Tackles,Season 1
14,8,7,Puneri Paltan,93.0,Team Successful Tackles,Season 1
16,1,3,Jaipur Pink Panthers,170.0,Team Tackle Points,Season 1
16,2,1,Bengaluru Bulls,163.0,Team Tackle Points,Season 1
16,3,5,U Mumba,157.0,Team Tackle Points,Season 1
16,4,6,Patna Pirates,142.0,Team Tackle Points,Season 1
14,5,2,Dabang Delhi K.C.,134.0,Team Tackle Points,Season 1
14,6,4,Bengal Warriors,122.0,Team Tackle Points,Season 1
14,7,7,Puneri Paltan,107.0,Team Tackle Points,Season 1
14,8,8,Telugu Titans,104.0,Team Tackle Points,Season 1
16,1,3,Jaipur Pink Panthers,10.63,Team Average Tackle Points,Season 1
16,2,1,Bengaluru Bulls,10.19,Team Average Tackle Points,Season 1
16,3,5,U Mumba,9.81,Team Average Tackle Points,Season 1
14,4,2,Dabang Delhi K.C.,9.57,Team Average Tackle Points,Season 1
16,5,6,Patna Pirates,8.88,Team Average Tackle Points,Season 1
14,6,4,Bengal Warriors,8.71,Team Average Tackle Points,Season 1
14,7,7,Puneri Paltan,7.64,Team Average Tackle Points,Season 1
14,8,8,Telugu Titans,7.43,Team Average Tackle Points,Season 1
16,1,6,Patna Pirates,13.0,Team Super Raid,Season 1
16,2,5,U Mumba,12.0,Team Super Raid,Season 1
14,3,7,Puneri Paltan,11.0,Team Super Raid,Season 1
14,3,4,Bengal Warriors,11.0,Team Super Raid,Season 1
16,5,3,Jaipur Pink Panthers,9.0,Team Super Raid,Season 1
14,6,8,Telugu Titans,8.0,Team Super Raid,Season 1
16,7,1,Bengaluru Bulls,7.0,Team Super Raid,Season 1
14,8,2,Dabang Delhi K.C.,5.0,Team Super Raid,Season 1
16,1,6,Patna Pirates,18.0,Team Super Tackles,Season 1
14,2,4,Bengal Warriors,16.0,Team Super Tackles,Season 1
14,3,7,Puneri Paltan,14.0,Team Super Tackles,Season 1
16,4,3,Jaipur Pink Panthers,12.0,Team Super Tackles,Season 1
16,4,5,U Mumba,12.0,Team Super Tackles,Season 1
16,6,1,Bengaluru Bulls,10.0,Team Super Tackles,Season 1
14,6,2,Dabang Delhi K.C.,10.0,Team Super Tackles,Season 1
14,8,8,Telugu Titans,8.0,Team Super Tackles,Season 1
16,1,3,Jaipur Pink Panthers,50.0,Team DOD Raid Points,Season 1
14,2,7,Puneri Paltan,48.0,Team DOD Raid Points,Season 1
16,3,6,Patna Pirates,42.0,Team DOD Raid Points,Season 1
16,4,5,U Mumba,40.0,Team DOD Raid Points,Season 1
16,4,1,Bengaluru Bulls,40.0,Team DOD Raid Points,Season 1
14,6,2,Dabang Delhi K.C.,31.0,Team DOD Raid Points,Season 1
14,6,8,Telugu Titans,31.0,Team DOD Raid Points,Season 1
14,8,4,Bengal Warriors,30.0,Team DOD Raid Points,Season 1
16,1,3,Jaipur Pink Panthers,29.0,Team All-outs Inflicted,Season 1
14,2,8,Telugu Titans,25.0,Team All-outs Inflicted,Season 1
16,3,5,U Mumba,21.0,Team All-outs Inflicted,Season 1
16,4,1,Bengaluru Bulls,20.0,Team All-outs Inflicted,Season 1
14,5,2,Dabang Delhi K.C.,18.0,Team All-outs Inflicted,Season 1
16,5,6,Patna Pirates,18.0,Team All-outs Inflicted,Season 1
14,7,7,Puneri Paltan,12.0,Team All-outs Inflicted,Season 1
14,8,4,Bengal Warriors,11.0,Team All-outs Inflicted,Season 1
14,1,7,Puneri Paltan,26.0,Team All-outs Conceded,Season 1
14,2,4,Bengal Warriors,25.0,Team All-outs Conceded,Season 1
14,3,2,Dabang Delhi K.C.,23.0,Team All-outs Conceded,Season 1
16,4,5,U Mumba,19.0,Team All-outs Conceded,Season 1
16,5,6,Patna Pirates,17.0,Team All-outs Conceded,Season 1
16,6,3,Jaipur Pink Panthers,15.0,Team All-outs Conceded,Season 1
16,6,1,Bengaluru Bulls,15.0,Team All-outs Conceded,Season 1
14,8,8,Telugu Titans,14.0,Team All-outs Conceded,Season 1
